time,open,high,low,close,tick_volume,spread,real_volume,ha_open,ha_close,green_candle,range_price,range_price_movement,ha_range_price,ha_range_price_movement,median_price,momentum,candle_clasification,rel_volume,median_price_trend,median_price_move,abnormal_candle,v_price,entry_type,mean,std,entry_price,sl,tp
2022-10-05 21:45:00,1349.32,1350.68,1348.11,1349.25,520,170,0,,1349.34,False,-0.06999999999993634,,,-0.07298157162726118,1349.395,,,True,,,,-36.399999999966894,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-05 21:50:00,1349.24,1352.89,1347.32,1351.56,567,170,0,,1350.2525,True,2.3199999999999363,-0.06999999999993634,,-0.07298157162726118,1350.105,,,True,,,,1315.439999999964,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-05 21:55:00,1351.53,1356.56,1351.53,1356.56,531,170,0,1350.405,1354.045,True,5.029999999999973,2.3199999999999363,3.6400000000001,-0.07298157162726118,1354.045,Ascending,Significant G Candle,True,,,,2670.9299999999857,LONG,1333.3684444444434,1.4645034969324062,1356.56,1351.53,1366.56
2022-10-05 22:00:00,1356.48,1363.89,1355.86,1359.73,744,170,0,1354.06,1358.99,True,3.25,5.029999999999973,4.930000000000064,-0.07298157162726118,1359.875,Ascending,,True,,,,2418.0,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-05 22:05:00,1359.74,1360.11,1357.67,1358.35,215,170,0,1358.145,1358.9675,False,-1.3900000000001,3.25,0.8224999999999909,-0.07298157162726118,1358.8899999999999,,,False,,,,-298.8500000000215,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-06 00:05:00,1347.14,1347.24,1346.25,1346.92,243,170,0,1359.04,1346.8875,False,-0.22000000000002728,-1.3900000000001,-12.152499999999918,-0.07298157162726118,1346.745,,,False,1349.395,Decreasing,,-53.46000000000663,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-06 00:10:00,1346.91,1347.02,1345.62,1345.63,330,170,0,1352.635,1346.295,False,-1.2799999999999727,-0.22000000000002728,-6.339999999999918,-0.07298157162726118,1346.32,,,False,1350.105,Decreasing,,-422.399999999991,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-06 00:15:00,1345.66,1346.47,1344.81,1346.24,210,170,0,1346.275,1345.795,True,0.5799999999999272,-1.2799999999999727,-0.4800000000000182,-0.07298157162726118,1345.6399999999999,,,False,1354.045,Decreasing,,121.79999999998472,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-06 00:20:00,1346.29,1348.47,1346.29,1347.68,182,170,0,1345.935,1347.1825000000001,True,1.3900000000001,0.5799999999999272,1.2475000000001728,-0.07298157162726118,1347.38,,,False,1359.875,Decreasing,,252.9800000000182,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-06 00:25:00,1347.66,1347.76,1347.22,1347.58,69,170,0,1346.96,1347.555,False,-0.08000000000015461,1.3900000000001,0.5950000000000273,-0.07298157162726118,1347.49,,,False,1358.8899999999999,Decreasing,,-5.520000000010668,No Entry,1333.3684444444434,1.4645034969324062,,,
2022-10-06 00:30:00,1347.57,1349.56,1347.35,1349.28,77,170,0,1347.63,1348.44,True,1.7100000000000364,-0.08000000000015461,0.8099999999999454,-0.07298157162726118,1348.455,,,False,1346.745,Increasing,,131.6700000000028,No Entry,1333.3684444444434,1.4645034969324062,,,
