Bid Price,Bid Size,Bid Amount,Ask Price,Ask Size,Ask Amount,Spread,Diff Size
1031.14,0.00682302,1,1616.52,0.02,1,-585.3799999999999,-0.013176980000000001
1031.12,0.00767748,1,1616.59,0.05872927,1,-585.47,-0.05105179
1031.04,0.02,1,1616.75,0.05034924,1,-585.71,-0.030349240000000003
1031.0,6.59868089,6,1616.8,0.00368224,1,-585.8,6.59499865
1030.82,0.00570034,1,1616.83,0.11209799,1,-586.01,-0.10639765
1030.77,0.1383388,1,1616.86,0.76788114,1,-586.0899999999999,-0.62954234
1030.55,0.05619994,1,1617.3,0.00552743,1,-586.75,0.05067251
1030.5,0.59470385,3,1617.45,0.05870205,2,-586.95,0.5360018000000001
1030.2,0.001,1,1617.55,0.0012732,1,-587.3499999999999,-0.0002731999999999999
1030.0,133.39034273,25,1617.84,0.00257934,1,-587.8399999999999,133.38776338999998
1029.91,0.84927369,1,1618.18,0.07717145,1,-588.27,0.7721022399999999
1029.74,0.03,1,1618.45,0.01567619,1,-588.71,0.01432381
1029.71,1.3,1,1618.48,0.03419321,1,-588.77,1.26580679
1029.69,0.1477269,2,1618.51,0.01152657,1,-588.8199999999999,0.13620032999999998
1029.68,0.05030713,1,1618.54,0.01251744,1,-588.8599999999999,0.03778969
1029.67,0.11931522,2,1618.58,0.230603,2,-588.9099999999999,-0.11128778
1029.6,0.13164674,1,1618.63,0.02198826,1,-589.0300000000002,0.10965848000000002
1029.58,0.03123402,1,1618.8,0.01486483,1,-589.22,0.01636919
1029.52,0.01160953,1,1618.93,0.02022008,2,-589.4100000000001,-0.008610550000000002
1029.3,0.09666969,1,1619.0,1.6334283,3,-589.7,-1.5367586100000001
1029.15,3.9609833,1,1619.03,0.0237355,1,-589.8799999999999,3.9372478
1029.14,0.02391488,1,1619.12,0.03188002,1,-589.9799999999998,-0.007965140000000002
1029.0,28.60973224,8,1619.15,0.01606324,1,-590.1500000000001,28.593669
1028.98,0.28980155,1,1619.18,0.01659043,1,-590.2,0.27321112000000003
1028.97,0.0387,1,1619.41,0.02823638,1,-590.44,0.01046362
1028.87,0.00966108,1,1619.43,0.00468999,1,-590.5600000000002,0.004971090000000001
1028.61,0.0113132,1,1619.44,0.057,1,-590.8300000000002,-0.0456868
1028.58,0.48734005,1,1619.53,0.02125138,2,-590.95,0.46608867000000004
1028.44,0.22075921,1,1619.64,0.62515844,1,-591.2,-0.40439923
1028.36,0.2488331,1,1619.95,0.02,1,-591.5900000000001,0.2288331
1028.22,0.001,1,1620.0,3.53650538,8,-591.78,-3.53550538
1028.2,0.001,1,1620.25,1.14040578,1,-592.05,-1.1394057800000001
1028.13,0.02412228,1,1620.3,0.00211631,1,-592.1699999999998,0.02200597
1028.03,0.15452672,1,1620.35,0.21946485,1,-592.3199999999999,-0.06493812999999998
1028.0,13.74168887,10,1620.62,0.05920106,1,-592.6199999999999,13.682487810000001
1027.99,0.1,1,1620.76,0.0262173,1,-592.77,0.0737827
1027.95,0.07436451,1,1620.83,0.02016509,1,-592.8799999999999,0.05419942
1027.77,3.0,1,1620.89,0.03399673,1,-593.1200000000001,2.96600327
1027.66,0.0387,1,1620.96,0.46870395,1,-593.3,-0.43000394999999997
1027.54,0.11879811,1,1621.09,0.58786531,1,-593.55,-0.46906719999999996
1027.27,0.0387,1,1621.15,0.0192653,1,-593.8800000000001,0.0194347
1027.26,0.0132,1,1621.4,0.00561138,1,-594.1400000000001,0.00758862
1027.16,0.18232519,1,1621.51,0.04803446,3,-594.3499999999999,0.13429073
1027.02,0.00238173,1,1621.53,0.03267989,1,-594.51,-0.030298160000000005
1027.0,13.09305726,10,1621.85,0.01602039,1,-594.8499999999999,13.07703687
1026.97,0.0532637,1,1621.89,0.01326465,1,-594.9200000000001,0.039999049999999994
1026.94,0.00515125,1,1621.97,0.00234675,1,-595.03,0.0028044999999999997
1026.9,2.257,1,1622.23,0.41892527,1,-595.3299999999999,1.8380747300000002
1026.84,0.0398929,1,1622.36,0.00875084,1,-595.52,0.031142060000000003
1026.79,0.04421546,1,1622.37,0.00129874,1,-595.5799999999999,0.04291672
1026.73,0.09578842,1,1622.39,0.01876972,1,-595.6600000000001,0.0770187
1026.68,0.00239667,1,1622.56,0.01034372,1,-595.8799999999999,-0.00794705
1026.62,4.0,1,1622.87,0.01719169,1,-596.25,3.98280831
1026.47,0.02395805,1,1623.03,0.05849435,1,-596.56,-0.0345363
1026.39,0.008,1,1623.21,0.02580029,2,-596.8199999999999,-0.01780029
1026.28,0.08098184,1,1623.25,0.16605899,1,-596.97,-0.08507714999999999
1026.19,1.5,1,1623.38,0.08985846,1,-597.19,1.41014154
1026.14,0.04591537,1,1623.64,0.02057891,1,-597.5,0.025336459999999998
1026.11,0.022,1,1623.74,1.401,1,-597.6300000000001,-1.379
1026.09,0.02574218,1,1623.88,0.01192012,1,-597.7900000000002,0.01382206
1026.04,0.01238624,1,1623.89,1.25326119,1,-597.8500000000001,-1.2408749499999998
1026.03,1.0,1,1624.0,3.15158302,3,-597.97,-2.15158302
1026.0,32.78823564,18,1624.09,0.02971018,1,-598.0899999999999,32.75852546
1025.92,0.11,1,1624.23,0.00126794,1,-598.31,0.10873206
1025.79,0.0132,1,1624.25,0.01216,1,-598.46,0.0010399999999999993
1025.22,0.01,1,1624.4,0.00239667,1,-599.1800000000001,0.00760333
1025.0,313.48462617,83,1624.66,0.01284685,1,-599.6600000000001,313.47177932
1024.91,0.09191069,1,1624.7,0.08132543,2,-599.79,0.010585259999999999
1024.72,0.1,1,1624.75,0.00152854,1,-600.03,0.09847146000000001
1024.7,0.0492811,1,1624.8,0.02288176,1,-600.0999999999999,0.02639934
1024.69,0.0293477,1,1624.82,0.00257934,1,-600.1299999999999,0.02676836
1024.63,0.0132,1,1624.83,0.05009906,1,-600.1999999999998,-0.03689906
1024.35,0.01548341,1,1624.86,0.01463465,1,-600.51,0.0008487599999999988
1024.25,0.13497969,1,1625.0,8.29048145,8,-600.75,-8.15550176
1024.13,0.0059998,1,1625.12,0.03176234,1,-600.9899999999998,-0.02576254
1024.04,0.02504529,1,1625.17,0.02089243,1,-601.1300000000001,0.004152860000000001
1024.0,8.39535156,6,1625.51,0.1,1,-601.51,8.29535156
1023.91,0.04402661,1,1625.53,0.08301625,3,-601.62,-0.03898964
1023.88,0.48540845,1,1625.62,0.01252441,1,-601.7399999999999,0.47288404
1023.82,0.02715281,1,1625.94,0.00128045,1,-602.12,0.02587236
1023.79,0.008,1,1625.95,0.76358825,1,-602.1600000000001,-0.75558825
1023.64,1.80963458,1,1626.0,1.50596295,1,-602.36,0.30367162999999997
1023.51,3.89888582,1,1626.02,0.0054978,1,-602.51,3.8933880199999997
1023.32,0.09772114,1,1626.31,0.02022828,1,-602.9899999999999,0.07749286
1023.31,0.24430525,1,1626.33,0.02385115,1,-603.02,0.2204541
1023.3,0.01608922,1,1626.41,0.10023656,2,-603.1100000000001,-0.08414734
1023.23,0.1028801,1,1626.62,0.22334113,1,-603.3899999999999,-0.12046103
1023.18,0.15,1,1626.65,0.01245508,1,-603.4700000000001,0.13754492
1023.13,0.00100803,1,1626.66,0.13054244,1,-603.5300000000001,-0.12953441000000002
1023.0,13.50188788,4,1626.72,0.02187886,1,-603.72,13.48000902
1022.9,0.61289221,2,1626.79,0.02362231,1,-603.89,0.5892699
1022.87,0.02360212,1,1626.82,0.10263621,1,-603.9499999999999,-0.07903409
1022.56,0.04363203,1,1626.84,0.07898193,1,-604.28,-0.035349900000000004
1022.39,1.0,1,1626.98,0.02805338,1,-604.59,0.97194662
1022.36,0.02411175,1,1627.0,0.1157,1,-604.64,-0.09158825
1022.34,0.0389,1,1627.04,0.01572342,1,-604.6999999999999,0.02317658
1022.22,0.79824905,1,1627.41,1.0,1,-605.19,-0.20175094999999998
1022.0,4.22403698,5,1627.54,0.00466664,1,-605.54,4.21937034
1021.7,0.15663225,1,1627.65,0.01884649,1,-605.95,0.13778576
1021.68,0.0133,1,1627.67,0.01146168,1,-605.9900000000001,0.0018383199999999992
1021.55,0.0133,1,1628.16,0.00145692,1,-606.6100000000001,0.011843079999999999
1021.47,0.09085302,1,1628.2,0.07367913,1,-606.73,0.01717389000000001
1021.37,0.00575308,1,1628.22,0.09205308,1,-606.85,-0.0863
1021.35,0.01486483,1,1628.38,0.03121269,2,-607.0300000000001,-0.01634786
1021.33,0.06781181,1,1628.57,0.02352394,1,-607.2399999999999,0.04428787
1021.29,0.04882681,2,1628.81,0.0067392,1,-607.52,0.04208761
1021.23,0.24358665,1,1628.82,0.4,1,-607.5899999999999,-0.15641335000000003
1021.22,0.4,1,1628.84,0.01745964,1,-607.6199999999999,0.38254036
1021.2,4.0,1,1628.85,0.01882344,1,-607.6499999999999,3.98117656
1021.18,0.008,1,1629.0,3.0981,4,-607.82,-3.0901
1021.0,4.07521106,7,1629.06,0.06399692,1,-608.06,4.01121414
1020.95,0.14692198,1,1629.17,0.05878182,2,-608.22,0.08814016000000001
1020.85,15.0,1,1629.24,0.00209858,1,-608.39,14.99790142
1020.8,0.00099,1,1629.25,0.01916948,1,-608.45,-0.018179479999999998
1020.58,0.02672288,1,1629.29,0.01065827,1,-608.7099999999999,0.01606461
1020.4,0.0021667,1,1629.6,0.03107509,1,-609.1999999999999,-0.02890839
1020.39,0.02756161,1,1629.72,0.08256766,1,-609.33,-0.05500605
1020.38,1.50532155,1,1629.78,0.01532292,1,-609.4,1.4899986299999999
1020.34,1.02471225,2,1629.82,0.00184605,1,-609.4799999999999,1.0228662000000002
1020.3,7.72688,4,1629.92,0.15,1,-609.6200000000001,7.57688
1020.24,0.20345628,1,1630.0,2.12,3,-609.76,-1.9165437200000002
1020.23,0.0201,1,1630.1,0.1842982,1,-609.8699999999999,-0.1641982
1020.2,0.12151499,2,1630.19,0.0067628,1,-609.99,0.11475219
1020.01,5.0,1,1630.31,0.01711333,1,-610.3,4.98288667
1020.0,195.33608119,56,1630.49,0.01867644,1,-610.49,195.31740474999998
1019.92,0.0134,1,1630.52,0.08347083,1,-610.6,-0.07007083
1019.84,0.02460576,1,1630.68,1.34172763,2,-610.84,-1.31712187
1019.76,0.01064153,1,1630.73,0.01546412,1,-610.97,-0.00482259
1019.7,0.02620501,1,1630.94,0.00126274,1,-611.24,0.024942270000000002
1019.66,0.02583074,1,1631.0,0.125902,1,-611.34,-0.10007125999999998
1019.58,0.00239911,1,1631.08,0.03896671,1,-611.4999999999999,-0.0365676
1019.57,0.039,1,1631.14,0.03164512,1,-611.57,0.007354880000000001
1019.54,0.0815172,1,1631.25,0.00994573,1,-611.71,0.07157147
1019.51,0.04820346,1,1631.3,0.02169943,1,-611.79,0.026504029999999998
1019.49,0.02394487,1,1631.58,0.00106,1,-612.0899999999999,0.02288487
1019.39,0.04627011,1,1631.75,0.02047671,1,-612.36,0.025793400000000005
1019.28,0.10073071,1,1631.76,0.00364848,1,-612.48,0.09708223
1019.04,0.0356728,1,1631.82,0.00257934,1,-612.78,0.03309346
1019.0,9.45983885,9,1632.01,0.02567737,1,-613.01,9.43416148
1018.98,0.2645344,1,1632.15,0.00397082,1,-613.1700000000001,0.26056358
1018.87,0.02281415,1,1632.32,0.06885978,1,-613.4499999999999,-0.04604563
1018.62,0.008,1,1632.34,0.29843772,1,-613.7199999999999,-0.29043772
1018.52,0.0134,1,1632.48,0.01512859,1,-613.96,-0.0017285900000000003
1018.23,6.0,1,1632.51,0.01566618,1,-614.28,5.98433382
1018.18,0.02678576,1,1632.59,0.4537265,1,-614.41,-0.42694074
1018.04,0.03569842,1,1632.65,0.0021667,1,-614.6100000000001,0.03353172
1018.01,0.84927369,1,1632.81,0.10225973,1,-614.8,0.74701396
1018.0,227.71926292,12,1632.85,0.05814449,1,-614.8499999999999,227.66111843000002
1017.99,0.01967514,1,1632.94,0.04985012,1,-614.95,-0.030174979999999997
1017.95,0.07509504,1,1633.32,0.02669633,1,-615.3699999999999,0.04839871
1017.85,0.0391,1,1633.56,0.03425529,1,-615.7099999999999,0.004844710000000002
1017.74,0.02454686,1,1633.62,0.01277639,1,-615.8799999999999,0.01177047
1017.4,0.02680208,1,1633.64,0.05812037,2,-616.2400000000001,-0.03131829
1017.35,0.03329985,1,1633.76,0.01644233,1,-616.41,0.016857519999999997
1017.17,1.0,1,1634.0,0.30722154,1,-616.83,0.69277846
1017.05,0.02949707,1,1634.2,0.07462223,1,-617.1500000000001,-0.04512516
1017.0,13.36923884,6,1634.26,0.00556722,1,-617.26,13.36367162
1016.93,0.02597405,1,1634.58,0.02350976,1,-617.65,0.0024642899999999975
1016.9,0.29219188,1,1634.7,0.22223669,1,-617.8000000000001,0.06995519000000003
1016.75,0.0391,1,1634.78,0.00546832,1,-618.03,0.033631680000000004
1016.64,0.02498285,1,1634.79,0.01239303,1,-618.15,0.012589820000000002
1016.28,0.16153694,1,1634.87,0.02176986,1,-618.5899999999999,0.13976708
1016.2,0.0392,1,1635.0,9.99196971,3,-618.8,-9.95276971
1016.19,0.02589564,1,1635.03,0.00232798,1,-618.8399999999999,0.02356766
1016.18,0.08178673,1,1635.05,0.21749174,1,-618.87,-0.13570501
1016.07,0.008,1,1635.08,0.7593245,1,-619.0099999999999,-0.7513245
1016.0,6.009785,4,1635.09,0.08668676,1,-619.0899999999999,5.92309824
1015.97,0.01589667,2,1635.16,0.00965459,1,-619.19,0.006242080000000002
1015.91,0.09680861,1,1635.29,0.04999969,1,-619.38,0.046808920000000004
1015.8,0.001,1,1635.5,0.00915712,1,-619.7,-0.00815712
1015.67,0.04894,1,1635.6,1.0,1,-619.93,-0.95106
1015.62,0.01882344,1,1635.64,0.08477455,1,-620.0200000000001,-0.06595111000000001
1015.55,0.46252794,1,1635.68,0.0046434,1,-620.1300000000001,0.45788454
1015.54,0.14041346,1,1635.93,0.01486483,1,-620.3900000000001,0.12554863
1015.5,0.04688565,1,1636.22,0.08526279,1,-620.72,-0.038377140000000004
1015.2,0.2,1,1636.33,0.01646624,1,-621.1299999999999,0.18353376000000002
1015.12,0.05705419,1,1636.4,0.01874565,1,-621.2800000000001,0.03830854
1015.0,29.62510628,23,1636.45,7.12976406,2,-621.45,22.49534222
1014.96,0.01238619,1,1636.6,0.00151747,1,-621.6399999999999,0.01086872
1014.75,97.95516136,1,1636.62,0.02,1,-621.8699999999999,97.93516136000001
1014.74,0.05877367,1,1636.72,0.01537081,1,-621.98,0.04340286
1014.6,0.13359303,1,1636.76,0.01664881,1,-622.16,0.11694422
1014.47,0.05106138,1,1636.89,0.15639716,2,-622.4200000000001,-0.10533578
1014.27,0.03170548,1,1637.19,0.03152818,1,-622.9200000000001,0.0001772999999999983
1014.23,0.5,1,1637.22,0.0249925,1,-622.99,0.4750075
1014.16,0.59979401,1,1637.23,0.01402478,1,-623.07,0.58576923
1014.14,0.00209858,1,1637.4,0.01907413,1,-623.2600000000001,-0.016975550000000002
1014.07,0.14826214,1,1637.67,0.00125755,1,-623.6,0.14700459
1014.0,19.55091753,4,1637.71,0.03092112,1,-623.71,19.51999641
1013.95,0.02427315,1,1638.0,0.334,2,-624.05,-0.30972685
1013.91,1.0,1,1638.16,0.01756264,1,-624.2500000000001,0.98243736
1013.79,0.00693979,1,1638.3,0.13814942,1,-624.51,-0.13120963
1013.73,0.0593,2,1638.37,0.01494741,1,-624.6399999999999,0.04435259
1013.66,11.0,1,1638.38,0.01181461,1,-624.7200000000001,10.98818539
1013.52,0.008,1,1638.53,0.01702468,1,-625.01,-0.00902468
1013.36,0.0393,1,1638.6,0.19378232,1,-625.2399999999999,-0.15448232
1013.26,5.0,1,1638.63,0.01858362,1,-625.3700000000001,4.98141638
1013.13,1.0,1,1638.73,0.00990107,1,-625.6,0.99009893
1013.0,157.55760511,13,1638.8,1.0,1,-625.8,156.55760511
1012.96,0.02448353,1,1638.83,0.10188412,1,-625.8699999999999,-0.07740058999999999
1012.93,0.15683029,1,1638.86,0.00257934,1,-625.93,0.15425095
1012.84,0.08205644,1,1638.87,3.24,1,-626.0299999999999,-3.15794356
1012.8,0.003,1,1638.93,0.00672675,1,-626.1300000000001,-0.00372675
1012.73,0.3,1,1639.07,0.09914874,1,-626.3399999999999,0.20085125999999998
1012.5,0.1,1,1639.16,0.01312484,1,-626.6600000000001,0.08687516
1012.36,0.12057944,1,1639.25,0.76489874,2,-626.89,-0.6443193
1012.32,2.0,1,1639.28,0.00495079,1,-626.9599999999999,1.99504921
1012.25,4.22712629,3,1639.42,0.04273149,2,-627.1700000000001,4.1843948
1012.22,0.67584183,1,1639.49,0.00145692,1,-627.27,0.67438491
1012.19,0.00241663,1,1639.5,0.80642961,1,-627.31,-0.80401298
1012.08,0.18504184,1,1639.68,0.46870395,1,-627.6,-0.28366210999999997
1012.06,0.0059998,1,1639.89,0.02037501,1,-627.8300000000002,-0.01437521
1012.0,7.09988352,14,1640.0,76.48055837,8,-628.0,-69.38067484999999
1011.97,0.0540532,1,1640.06,0.06176745,1,-628.0899999999999,-0.007714249999999999
1011.9,1.69125111,2,1640.32,0.00875084,1,-628.42,1.68250027
1011.87,0.04048309,1,1641.03,0.0677409,2,-629.16,-0.027257810000000007
1011.78,0.01627241,1,1641.04,0.01022722,1,-629.26,0.006045190000000001
1011.76,1.3,1,1641.1,0.04960241,1,-629.3399999999999,1.25039759
1011.4,0.02431503,1,1641.15,0.00394905,1,-629.7500000000001,0.020365980000000002
1011.22,0.49259629,1,1641.22,0.03419321,1,-630.0,0.45840307999999996
1011.11,1.32,3,1641.53,0.00239667,1,-630.42,1.31760333
1011.1,5.00114388,3,1641.74,0.06091099,1,-630.64,4.94023289
1011.05,0.48536458,1,1641.78,0.01216,1,-630.73,0.47320458
1011.0,71.82406525,27,1641.79,0.05783169,2,-630.79,71.76623356
1010.99,0.14732271,1,1641.8,0.0012461,1,-630.81,0.14607661
1010.97,5.0,1,1641.86,0.01240055,1,-630.8899999999999,4.98759945
1010.96,0.008,1,1641.93,0.00221208,1,-630.97,0.00578792
1010.89,0.00783112,1,1642.0,1.0,1,-631.11,-0.99216888
1010.86,0.00262547,1,1642.19,0.45518571,1,-631.33,-0.45256024
1010.8,0.1735,1,1642.41,0.02339769,1,-631.6100000000001,0.15010231
1010.7,0.00099,1,1642.42,0.0770403,2,-631.72,-0.0760503
1010.66,0.01486483,1,1642.64,0.01270624,1,-631.9800000000001,0.00215859
1010.62,0.0146,1,1642.68,0.01544502,1,-632.0600000000001,-0.0008450200000000001
1010.5,0.66223897,1,1642.78,0.06708605,1,-632.28,0.59515292
1010.36,0.1,1,1642.83,0.22113767,1,-632.4699999999999,-0.12113767
1010.34,0.5,1,1642.97,0.04434506,3,-632.63,0.45565494
1010.1,5.48667664,8,1643.05,0.02166141,1,-632.9499999999999,5.46501523
1010.04,1.48061976,1,1643.19,7.27377054,1,-633.1500000000001,-5.79315078
1010.03,0.04999688,1,1643.21,0.03091834,1,-633.1800000000001,0.01907854
1010.01,0.03936595,1,1643.25,0.03141191,1,-633.24,0.007954039999999996
1010.0,321.26066142,86,1643.27,0.00124965,1,-633.27,321.25941177000004
1009.93,0.04937603,2,1643.31,0.00061771,1,-633.38,0.04875832
1009.63,0.09330169,1,1643.33,0.00136258,1,-633.6999999999999,0.09193911
1009.6,0.19690967,1,1643.54,0.4134933,1,-633.9399999999999,-0.21658363
1009.55,10.0,1,1643.57,0.00437837,1,-634.02,9.99562163
1009.5,0.08232793,1,1643.59,0.00543902,1,-634.0899999999999,0.07688890999999999
1009.49,0.0136,1,1643.64,0.01582389,1,-634.1500000000001,-0.002223890000000001
1009.46,5.0,1,1643.67,0.02141387,1,-634.21,4.97858613
1009.44,0.04868433,1,1643.85,0.00462031,1,-634.4099999999999,0.044064019999999995
1009.28,20.0,1,1643.93,0.02781538,1,-634.6500000000001,19.97218462
1009.2,0.01571584,1,1643.98,0.0332996,1,-634.78,-0.01758376
1009.15,0.13699941,1,1644.0,0.00093,1,-634.85,0.13606941
1009.04,0.10931074,1,1644.26,0.75508515,1,-635.22,-0.64577441
1009.0,27.61883888,10,1644.33,0.07814175,1,-635.3299999999999,27.540697129999998
1008.93,0.00815371,1,1644.44,0.00125237,1,-635.5100000000001,0.00690134
1008.88,3.00003437,1,1644.75,0.02460576,1,-635.87,2.97542861
1008.86,0.02755545,1,1644.81,0.057,1,-635.9499999999999,-0.029444550000000003
1008.78,0.02542416,1,1644.87,0.10151001,1,-636.0899999999999,-0.07608585
1008.64,0.04469314,1,1645.0,42.31565835,4,-636.36,-42.27096521
1008.51,1.4596646,1,1645.14,0.05831865,1,-636.6300000000001,1.40134595
1008.5,0.00915712,1,1645.22,0.01864519,1,-636.72,-0.00948807
1008.48,0.0205,1,1645.29,0.0198653,1,-636.81,0.0006347000000000019
1008.43,0.01570597,1,1645.33,0.07702754,1,-636.9,-0.061321570000000006
1008.41,0.008,1,1645.47,0.0243239,1,-637.0600000000001,-0.0163239
1008.39,0.13026596,1,1645.58,0.01897925,1,-637.1899999999999,0.11128670999999998
1008.37,0.03076173,2,1645.65,0.05495571,1,-637.2800000000001,-0.024193979999999997
1008.33,0.09292313,1,1645.71,1.39381368,1,-637.38,-1.30089055
1008.24,1.0,1,1645.83,0.03219746,1,-637.5899999999999,0.96780254
1008.11,0.98600351,1,1645.88,0.03076773,1,-637.7700000000001,0.95523578
1008.01,0.01212762,1,1645.92,0.16635113,2,-637.9100000000001,-0.15422351
1008.0,38.64715468,11,1646.0,10.0,1,-638.0,28.64715468
1007.97,0.5,1,1646.04,0.01578492,1,-638.0699999999999,0.48421508
1007.95,0.07584007,1,1646.15,0.01133302,1,-638.2,0.06450705
1007.92,0.02460576,1,1646.27,0.02581108,1,-638.35,-0.0012053199999999993
1007.86,0.0395,1,1646.69,0.03086552,2,-638.83,0.00863448
1007.85,0.02620806,1,1646.78,0.06554256,1,-638.93,-0.0393345
1007.82,10.52395457,3,1646.81,0.01849135,1,-638.9899999999999,10.505463220000001
1007.77,2.5165135,1,1646.87,0.00361501,1,-639.0999999999999,2.51289849
1007.75,0.03258258,1,1647.0,0.38,2,-639.25,-0.34741742
1007.71,0.36995727,1,1647.02,0.05764201,1,-639.31,0.31231526
1007.69,0.4,1,1647.05,0.01693936,1,-639.3599999999999,0.38306064
1007.62,0.04427897,1,1647.21,0.00666393,1,-639.59,0.03761504
1007.49,0.09858929,1,1647.23,0.02641584,2,-639.74,0.07217345
1007.34,1.02447127,2,1647.49,0.774,1,-640.15,0.25047127
1007.33,0.04669673,2,1647.5,1.28,1,-640.17,-1.23330327
1007.23,1.0,1,1647.59,0.02148488,1,-640.3599999999999,0.97851512
1007.05,1.00000561,1,1647.71,0.00669088,1,-640.6600000000001,0.9933147300000001
1007.0,20.61017371,8,1647.72,0.08853123,1,-640.72,20.52164248
1006.77,0.03136097,1,1647.87,0.06371862,1,-641.0999999999999,-0.03235765
1006.61,3.0007069,1,1648.0,1.40221113,2,-641.39,1.59849577
1006.59,0.09219606,1,1648.09,0.02027369,1,-641.4999999999999,0.07192237
1006.32,2.09181753,3,1648.2,0.0023094,1,-641.88,2.08950813
1006.19,0.0395,1,1648.25,0.02927463,1,-642.06,0.010225370000000001
1006.11,1.0,1,1648.33,0.11,1,-642.2199999999999,0.89
1006.1,1.5,1,1648.34,0.00754651,1,-642.2399999999999,1.49245349
1006.0,26.70523851,11,1648.48,0.01629555,1,-642.48,26.688942960000002
1005.99,1.0,1,1648.55,0.00150647,1,-642.56,0.99849353
1005.98,0.09901,1,1648.91,0.02255311,1,-642.9300000000001,0.07645689
1005.9,1.0,1,1649.0,0.85655742,3,-643.1,0.14344258
1005.88,0.005,1,1649.04,0.04946493,1,-643.16,-0.04446493
1005.86,0.008,1,1649.07,0.02254492,1,-643.2099999999999,-0.01454492
1005.75,1.23791668,1,1649.08,0.01441967,1,-643.3299999999999,1.22349701
1005.55,0.50964993,2,1649.27,0.05756559,1,-643.72,0.45208434000000003
1005.53,0.02712284,1,1649.29,0.04935595,1,-643.76,-0.022233110000000004
1005.51,0.17541108,1,1649.34,0.03129592,1,-643.8299999999999,0.14411516
1005.47,0.099456,1,1649.74,0.00209858,1,-644.27,0.09735742
1005.37,0.00239667,1,1649.89,0.2155355,1,-644.5200000000001,-0.21313883
1005.26,0.2064881,1,1649.98,0.05754481,2,-644.72,0.14894329
1005.25,1.18,1,1650.0,200.75681788,52,-644.75,-199.57681788
1005.24,0.02508346,1,1650.2,0.00392741,1,-644.96,0.02115605
1005.21,0.0978391,1,1650.26,0.00963968,1,-645.05,0.08819942
1005.18,0.02797866,1,1650.27,0.02328612,1,-645.09,0.0046925399999999985
1005.03,0.0396,1,1650.31,1.0,1,-645.28,-0.9604
1005.0,247.2859249,75,1650.38,0.06810634,1,-645.3800000000001,247.21781855999998
1004.94,0.26823021,1,1650.86,0.01992745,1,-645.9199999999998,0.24830276
1004.86,0.00243426,1,1650.88,0.00982746,1,-646.0200000000001,-0.007393199999999999
1004.51,0.02660128,1,1650.89,0.1286261,1,-646.3800000000001,-0.10202481999999999
1004.47,0.02622136,1,1650.93,0.1011374,1,-646.46,-0.07491604
1004.45,0.04695833,1,1650.98,0.22004541,1,-646.53,-0.17308708
1004.43,0.02430389,1,1651.12,0.02764335,1,-646.6899999999999,-0.003339459999999999
1004.23,0.10224033,1,1651.19,0.01226993,1,-646.96,0.0899704
1004.2,0.20907198,1,1651.21,0.02640721,1,-647.01,0.18266476999999998
1004.08,5.03620429,2,1651.24,0.00124722,1,-647.16,5.03495707
1004.0,5.86124622,7,1651.27,0.02155364,1,-647.27,5.83969258
1003.9,0.02315435,1,1651.44,0.91600972,1,-647.5400000000001,-0.89285537
1003.63,0.01234567,1,1651.71,0.1741734,2,-648.08,-0.16182773
1003.46,0.21258085,1,1652.0,0.00915712,1,-648.54,0.20342373
1003.35,0.04726057,1,1652.07,0.00459734,1,-648.7199999999999,0.04266323
1003.31,0.29859592,1,1652.39,0.56607114,1,-649.0800000000002,-0.26747522
1003.3,0.008,1,1652.43,0.0054099,1,-649.1300000000001,0.0025901000000000006
1003.24,0.02718465,1,1652.73,0.07986786,1,-649.49,-0.052683209999999994
1003.15,0.783,1,1652.98,0.01720463,1,-649.83,0.76579537
1003.07,0.1,1,1653.01,0.01171002,1,-649.9399999999999,0.08828998
1003.06,0.03623155,1,1653.02,0.00257934,1,-649.96,0.03365221
1003.0,47.76729128,16,1653.06,0.06870996,2,-650.06,47.69858132
1002.86,2.0,1,1653.12,0.01547535,1,-650.2599999999999,1.98452465
1002.72,0.00586009,1,1653.25,0.01486483,1,-650.53,-0.00900474
1002.66,0.0397,1,1653.47,0.06305221,1,-650.8100000000001,-0.023352209999999998
1002.62,0.02719718,1,1653.48,0.0428496,1,-650.86,-0.01565242
1002.55,1.0,1,1653.5,0.75086562,1,-650.95,0.24913438
1002.54,0.03379177,1,1653.79,0.00251895,1,-651.25,0.03127282
1002.5,0.04969,1,1653.82,0.01888475,1,-651.3199999999999,0.03080525
1002.49,0.1,1,1654.07,0.04916076,2,-651.5799999999999,0.05083924000000001
1002.39,0.0397,1,1654.21,0.01509663,1,-651.82,0.02460337
1002.37,0.99465083,1,1654.23,26.90450031,1,-651.86,-25.90984948
1002.36,0.001,1,1654.4,0.08133567,1,-652.0400000000001,-0.08033567
1002.32,0.1201973,1,1654.5,0.37424215,1,-652.18,-0.25404485
1002.2,3.003,2,1654.7,0.0168611,1,-652.5,2.9861389000000003
1002.12,1.0,1,1654.96,0.00043951,1,-652.84,0.99956049
1002.11,0.2,1,1655.0,20.08970177,6,-652.89,-19.889701770000002
1002.1,0.10031256,1,1655.03,0.01839946,1,-652.93,0.08191309999999999
1002.01,1.0,1,1655.05,0.08223409,1,-653.04,0.91776591
1002.0,85.88129715,20,1655.06,0.11023682,2,-653.06,85.77106033
1001.88,0.0004,1,1655.45,0.0311804,1,-653.57,-0.0307804
