Bid Price,Bid Size,Bid Amount,Ask Price,Ask Size,Ask Amount,Spread,Diff Size
1238.07,1.3,1,1359.16,0.75842937,2,-121.09000000000015,0.54157063
1238.0,0.1,1,1359.17,0.02618572,1,-121.17000000000007,0.07381428000000001
1237.97,0.02203028,1,1359.29,0.01497833,1,-121.31999999999994,0.0070519499999999995
1237.95,0.12102984,2,1359.33,0.24990989,1,-121.37999999999988,-0.12888005
1237.77,0.61042856,2,1359.34,0.01423981,1,-121.56999999999994,0.59618875
1237.59,1.59219188,2,1359.56,0.00153133,1,-121.97000000000003,1.59066055
1237.57,0.01664048,1,1359.58,0.00279966,1,-122.00999999999999,0.01384082
1237.54,0.02078698,1,1359.63,0.32095459,1,-122.09000000000015,-0.30016761
1237.4,0.20955907,1,1359.84,3.32675632,2,-122.43999999999983,-3.11719725
1237.39,0.03,1,1359.94,0.00558489,1,-122.54999999999995,0.024415109999999997
1237.22,0.03160631,1,1359.97,0.001,1,-122.75,0.030606309999999998
1237.08,0.2415935,1,1359.98,0.01952557,1,-122.90000000000009,0.22206793
1237.07,0.01973337,1,1359.99,0.08911812,2,-122.92000000000007,-0.06938475
1237.0,0.35555797,4,1360.0,76.34547939,21,-123.0,-75.98992141999999
1236.91,0.00516983,1,1360.23,0.00875084,1,-123.31999999999994,-0.003581009999999999
1236.88,0.16073,1,1360.35,0.03547026,1,-123.4699999999998,0.12525974
1236.74,1.3,1,1360.44,0.01747902,1,-123.70000000000005,1.2825209800000001
1236.69,0.08240648,1,1360.45,0.02733501,1,-123.75999999999999,0.055071470000000004
1236.68,0.10757632,1,1360.65,0.00129874,1,-123.97000000000003,0.10627758
1236.67,3.75,1,1360.66,0.0988947,1,-123.99000000000001,3.6511053
1236.6,0.16,1,1360.82,0.01611736,1,-124.22000000000003,0.14388264
1236.56,0.16786426,1,1360.93,0.06975934,1,-124.37000000000012,0.09810491999999998
1236.49,0.2,1,1360.94,0.00806565,1,-124.45000000000005,0.19193435
1236.47,0.0024117,1,1360.95,0.29219188,1,-124.48000000000002,-0.28978018
1236.46,0.07579955,1,1361.17,0.03902016,1,-124.71000000000004,0.036779389999999995
1236.43,0.01294048,1,1361.18,0.07814463,1,-124.75,-0.06520415
1236.33,0.08039925,1,1361.37,0.00476063,1,-125.03999999999996,0.07563862
1236.25,0.008914,1,1361.46,0.02294007,1,-125.21000000000004,-0.01402607
1236.23,0.46950686,1,1361.52,0.03733041,2,-125.28999999999996,0.43217645000000005
1236.21,0.07507109,1,1361.55,0.5,1,-125.33999999999992,-0.42492891
1236.15,0.418,1,1361.61,0.046,1,-125.45999999999981,0.372
1236.07,1.531,1,1361.65,0.00266741,1,-125.58000000000015,1.52833259
1236.03,0.04085527,1,1361.77,0.014,1,-125.74000000000001,0.02685527
1236.0,5.14431036,5,1362.0,2.30111215,4,-126.0,2.8431982100000006
1235.69,0.01611736,1,1362.1,0.15589737,1,-126.40999999999985,-0.13978001
1235.57,0.00402243,1,1362.24,0.0153216,1,-126.67000000000007,-0.01129917
1235.5,1.0,1,1362.28,0.43104755,1,-126.77999999999997,0.56895245
1235.42,1.61888264,1,1362.35,0.04251246,1,-126.92999999999984,1.57637018
1235.37,0.47768064,1,1362.46,0.057,1,-127.09000000000015,0.42068064
1235.21,5.56,1,1362.48,0.012,1,-127.26999999999998,5.548
1235.2,0.04037106,2,1362.49,0.01,1,-127.28999999999996,0.03037106
1235.15,0.00804761,1,1362.6,0.012,1,-127.44999999999982,-0.00395239
1235.13,0.03818812,1,1362.62,0.03716354,1,-127.48999999999978,0.0010245799999999972
1235.11,1.4599935,1,1362.63,0.03889538,1,-127.52000000000021,1.42109812
1235.09,0.00806419,1,1362.68,1.0,1,-127.59000000000015,-0.99193581
1235.08,0.04955307,2,1362.75,3.0,1,-127.67000000000007,-2.95044693
1235.01,0.01882143,1,1362.78,0.07650135,1,-127.76999999999998,-0.057679919999999996
1235.0,52.28239869,32,1362.82,0.02460576,1,-127.81999999999994,52.25779293
1234.87,0.11671673,1,1362.87,0.00667586,1,-128.0,0.11004087
1234.77,0.24254898,1,1362.98,0.01188573,1,-128.21000000000004,0.23066325
1234.76,0.02,1,1362.99,0.00963968,1,-128.23000000000002,0.010360320000000001
1234.74,0.01710479,1,1363.0,17.0608935,2,-128.26,-17.043788709999998
1234.67,0.16,1,1363.02,0.07345987,1,-128.3499999999999,0.08654013
1234.65,0.11328372,1,1363.12,0.014,1,-128.4699999999998,0.09928372
1234.56,2.1255023,6,1363.18,0.09984126,1,-128.62000000000012,2.02566104
1234.53,0.40258236,1,1363.21,0.13,1,-128.68000000000006,0.27258235999999997
1234.44,0.01486483,1,1363.26,0.21190086,2,-128.81999999999994,-0.19703603
1234.43,0.02944064,1,1363.27,0.01831847,1,-128.83999999999992,0.01112217
1234.34,0.06733156,1,1363.33,0.02089243,1,-128.99,0.046439129999999995
1234.26,0.012,1,1363.45,0.3147,1,-129.19000000000005,-0.30269999999999997
1234.25,0.00872528,1,1363.48,0.03347491,1,-129.23000000000002,-0.024749629999999995
1234.06,0.01,1,1363.6,0.00527732,1,-129.53999999999996,0.00472268
1234.0,1.40313257,7,1363.71,0.19954663,1,-129.71000000000004,1.20358594
1233.96,0.00162544,1,1363.73,0.06961894,1,-129.76999999999998,-0.0679935
1233.93,0.01542603,1,1363.74,0.02450089,1,-129.80999999999995,-0.00907486
1233.9,0.02210286,1,1363.77,0.00145692,1,-129.8699999999999,0.020645939999999998
1233.85,0.0104,1,1363.91,0.02925359,1,-130.06000000000017,-0.01885359
1233.84,0.00805615,1,1363.95,0.05194537,1,-130.11000000000013,-0.04388922
1233.77,0.08798012,1,1364.0,2.0,1,-130.23000000000002,-1.91201988
1233.74,0.10661637,1,1364.03,0.65934176,1,-130.28999999999996,-0.55272539
1233.39,0.009,1,1364.06,0.10495097,1,-130.66999999999985,-0.09595097000000001
1233.26,0.0091,1,1364.09,0.02045314,1,-130.82999999999993,-0.011353140000000001
1233.19,0.01621808,1,1364.1,0.00136258,1,-130.90999999999985,0.014855499999999999
1233.1,0.02134043,1,1364.16,0.02594877,1,-131.06000000000017,-0.004608339999999999
1233.05,0.02,1,1364.43,0.46870395,1,-131.3800000000001,-0.44870394999999996
1233.04,0.96299594,1,1364.48,0.014,1,-131.44000000000005,0.94899594
1233.0,5.11160062,6,1364.49,0.0615773,1,-131.49,5.05002332
1232.98,0.16311377,1,1364.58,0.011,1,-131.5999999999999,0.15211376999999998
1232.92,0.00806216,1,1364.59,0.00181995,1,-131.66999999999985,0.006242210000000001
1232.86,0.20558706,1,1364.77,0.26374033,1,-131.91000000000008,-0.058153270000000035
1232.84,0.40323904,1,1364.86,0.05964144,1,-132.01999999999998,0.3435976
1232.79,0.08079138,1,1365.0,30.76536486,18,-132.21000000000004,-30.684573479999997
1232.71,0.0091,1,1365.06,0.00212591,1,-132.3499999999999,0.0069740900000000005
1232.65,0.2,1,1365.09,0.0187352,1,-132.43999999999983,0.1812648
1232.56,0.80807425,1,1365.11,0.02083271,1,-132.54999999999995,0.78724154
1232.54,0.05171119,1,1365.27,0.0184709,1,-132.73000000000002,0.03324029
1232.5,1.63350736,2,1365.41,0.11,1,-132.91000000000008,1.52350736
1232.46,0.00640567,1,1365.5,8.27135374,1,-133.03999999999996,-8.26494807
1232.44,0.43082907,2,1365.51,0.5,1,-133.06999999999994,-0.06917093000000002
1232.34,0.026095,1,1365.57,0.063,1,-133.23000000000002,-0.036905
1232.28,0.01238627,1,1365.58,0.01967141,1,-133.29999999999995,-0.007285140000000001
1232.26,0.53071867,2,1365.59,0.02224918,1,-133.32999999999993,0.50846949
1232.18,0.80670032,1,1365.6,0.04727918,1,-133.41999999999985,0.75942114
1232.14,1.0,1,1365.64,0.01611736,1,-133.5,0.98388264
1232.1,0.618,1,1365.73,1.0,1,-133.6300000000001,-0.382
1232.0,9.25163913,5,1365.74,0.057,1,-133.74,9.194639129999999
1231.81,0.02028098,1,1365.84,0.01873032,1,-134.02999999999997,0.0015506599999999988
1231.74,0.00198588,1,1365.86,0.01483316,1,-134.1199999999999,-0.012847279999999999
1231.73,31.424,1,1365.94,0.011,1,-134.21000000000004,31.413
1231.65,0.47125276,1,1365.96,0.02605541,1,-134.30999999999995,0.44519735
1231.62,0.2,1,1366.0,18.97950232,2,-134.3800000000001,-18.779502320000002
1231.52,0.00660235,1,1366.12,0.14,1,-134.5999999999999,-0.13339765
1231.49,0.01494489,1,1366.33,0.01365399,1,-134.83999999999992,0.001290900000000001
1231.47,0.00322866,1,1366.4,0.19466717,1,-134.93000000000006,-0.19143851
1231.45,0.21935076,1,1366.43,0.0180742,1,-134.98000000000002,0.20127656
1231.41,0.2561321,4,1366.55,0.044,1,-135.13999999999987,0.2121321
1231.4,2.52018028,2,1366.62,0.5,1,-135.2199999999998,2.02018028
1231.24,0.03975074,1,1366.64,0.01971568,1,-135.4000000000001,0.02003506
1231.17,0.16147242,1,1366.74,0.00555711,1,-135.56999999999994,0.15591531
1231.13,0.0029,1,1366.8,0.75181084,1,-135.66999999999985,-0.74891084
1231.0,13.1635889,6,1366.89,0.01993593,1,-135.8900000000001,13.14365297
1230.99,0.29972277,1,1367.0,0.77587576,2,-136.01,-0.47615299
1230.92,0.02752218,1,1367.08,0.03876877,1,-136.15999999999985,-0.01124659
1230.9,0.04208323,1,1367.15,0.00690975,1,-136.25,0.03517348
1230.82,0.18075917,2,1367.16,0.11877255,1,-136.34000000000015,0.06198661999999999
1230.81,0.02460576,1,1367.21,1.84676149,1,-136.4000000000001,-1.82215573
1230.78,0.01673227,1,1367.34,0.08261487,2,-136.55999999999995,-0.06588260000000001
1230.71,3.03710765,1,1367.36,0.42944653,1,-136.64999999999986,2.60766112
1230.67,0.02215739,1,1367.81,0.01216,1,-137.13999999999987,0.009997389999999998
1230.58,19.58886992,1,1367.86,0.01486483,1,-137.27999999999997,19.57400509
1230.57,2.0,1,1367.87,0.057,1,-137.29999999999995,1.943
1230.4,0.80918946,2,1367.94,0.02103186,1,-137.53999999999996,0.7881576
1230.35,0.05,1,1368.0,1.0,1,-137.6500000000001,-0.95
1230.29,0.09737549,2,1368.15,0.00150094,1,-137.86000000000013,0.09587454999999999
1230.28,0.06755376,1,1368.26,0.02282594,1,-137.98000000000002,0.04472782
1230.25,0.01,1,1368.32,0.03062563,1,-138.06999999999994,-0.02062563
1230.23,0.04039895,1,1368.65,0.011,1,-138.42000000000007,0.029398950000000004
1230.19,0.01996512,1,1368.68,0.68774559,1,-138.49,-0.6677804700000001
1230.16,0.01619282,1,1368.72,3.0,1,-138.55999999999995,-2.98380718
1230.15,0.306,1,1368.84,0.08211407,1,-138.68999999999983,0.22388593
1230.13,0.00519833,1,1368.87,0.00473454,1,-138.73999999999978,0.0004637900000000004
1230.05,0.08967026,1,1368.89,50.0,1,-138.84000000000015,-49.91032974
1230.04,0.31218497,1,1369.0,18.44715672,3,-138.96000000000004,-18.13497175
1230.01,0.04048698,1,1369.01,0.01571485,1,-139.0,0.02477213
1230.0,50.85199216,49,1369.02,0.01225937,1,-139.01999999999998,50.83973279
1229.93,1.37984275,2,1369.05,0.10190225,1,-139.1199999999999,1.2779405
1229.88,0.16164179,1,1369.15,0.06,1,-139.26999999999998,0.10164179000000001
1229.87,0.00809842,1,1369.17,0.04087016,1,-139.30000000000018,-0.03277174
1229.77,0.26294348,1,1369.23,0.057,1,-139.46000000000004,0.20594348
1229.69,0.015,1,1369.34,0.19378232,1,-139.64999999999986,-0.17878232
1229.68,0.02133859,1,1369.36,0.07672928,1,-139.67999999999984,-0.05539068999999999
1229.66,0.0890978,1,1369.4,0.13011305,1,-139.74,-0.04101525
1229.65,0.02,1,1369.41,0.03,1,-139.76,-0.009999999999999998
1229.61,0.03888062,1,1369.42,0.03697909,1,-139.81000000000017,0.0019015299999999985
1229.56,0.00313845,2,1369.46,5.13182339,1,-139.9000000000001,-5.12868494
1229.55,1.0,1,1369.53,0.011,1,-139.98000000000002,0.989
1229.34,0.08000133,1,1369.75,0.00434638,1,-140.41000000000008,0.07565495
1229.31,0.0059998,1,1369.76,0.01523748,1,-140.45000000000005,-0.00923768
1229.18,1.0,1,1369.92,0.02986902,1,-140.74,0.97013098
1229.06,0.01301807,1,1370.0,79.45591686,25,-140.94000000000005,-79.44289879
1229.02,0.05,1,1370.04,0.0014626,1,-141.01999999999998,0.0485374
1229.0,321.0000144,8,1370.1,0.5,1,-141.0999999999999,320.5000144
1228.85,0.02018215,1,1370.35,0.01184012,1,-141.5,0.008342029999999999
1228.69,2.96588489,1,1370.4,0.048,1,-141.71000000000004,2.91788489
1228.68,0.03875084,1,1370.48,0.01835692,1,-141.79999999999995,0.020393920000000003
1228.65,0.0022248,1,1370.49,0.01611736,1,-141.83999999999992,-0.013892560000000002
1228.6,0.24320364,1,1370.5,0.06,1,-141.9000000000001,0.18320364
1228.53,0.1,1,1370.53,0.00277729,1,-142.0,0.09722271
1228.38,0.00163129,1,1370.55,0.02437902,1,-142.16999999999985,-0.02274773
1228.37,0.417,1,1370.56,0.06927161,1,-142.19000000000005,0.34772839
1228.35,0.10062473,2,1370.58,0.09335214,2,-142.23000000000002,0.0072725899999999954
1228.34,0.0200037,1,1370.68,0.00665364,1,-142.34000000000015,0.01335006
1228.24,0.12601232,2,1370.89,0.011,1,-142.6500000000001,0.11501232000000002
1228.09,0.00080939,1,1370.91,0.05,1,-142.82000000000016,-0.04919061
1228.01,0.00476583,1,1370.93,0.09372539,1,-142.92000000000007,-0.08895956000000001
1228.0,4.01520951,6,1370.96,0.02582006,1,-142.96000000000004,3.98938945
1227.98,0.08094594,1,1371.0,0.093,2,-143.01999999999998,-0.012054060000000005
1227.95,0.06234628,1,1371.01,0.03456386,1,-143.05999999999995,0.027782419999999995
1227.93,0.12,1,1371.14,0.049,1,-143.21000000000004,0.071
1227.92,0.18893007,1,1371.22,0.03627,1,-143.29999999999995,0.15266007
1227.91,0.005,1,1371.33,0.00586751,1,-143.41999999999985,-0.0008675100000000002
1227.85,0.08095451,1,1371.44,0.15152531,2,-143.59000000000015,-0.0705708
1227.8,0.11039541,1,1371.49,0.0492848,3,-143.69000000000005,0.06111061
1227.77,1.0,1,1371.5,0.00915712,1,-143.73000000000002,0.99084288
1227.7,0.12939489,1,1371.54,0.0386427,1,-143.83999999999992,0.09075219000000001
1227.68,0.1923945,2,1371.58,0.07814463,1,-143.89999999999986,0.11424986999999999
1227.65,0.00315774,1,1371.59,0.011,1,-143.93999999999983,-0.00784226
1227.6,0.02151661,1,1371.6,0.10109376,1,-144.0,-0.07957715000000001
1227.55,0.42139025,1,1371.67,0.5,1,-144.12000000000012,-0.07860974999999998
1227.5,5.27693367,1,1371.68,0.05934501,1,-144.18000000000006,5.21758866
1227.46,0.05091045,1,1371.7,0.17036022,1,-144.24,-0.11944977000000001
1227.38,0.0092,1,1371.71,0.5,1,-144.32999999999993,-0.4908
1227.28,0.07641755,1,1371.98,0.044,1,-144.70000000000005,0.03241755
1227.23,0.009,1,1372.0,2.5,3,-144.76999999999998,-2.491
1227.2,0.33,1,1372.17,0.03177725,1,-144.97000000000003,0.29822275000000004
1227.12,0.05,1,1372.27,0.05,1,-145.1500000000001,0.0
1227.08,0.47300784,1,1372.4,0.02213882,1,-145.32000000000016,0.45086902
1227.04,0.00239667,1,1372.42,0.04704432,1,-145.3800000000001,-0.04464765
1227.02,0.2,1,1372.45,0.42785421,1,-145.43000000000006,-0.22785421
1227.0,4.13638595,6,1372.47,0.07830496,1,-145.47000000000003,4.0580809900000006
1226.97,0.01611736,1,1372.49,0.1538941,2,-145.51999999999998,-0.13777674
1226.76,0.02026257,1,1372.5,0.094,2,-145.74,-0.07373742999999999
1226.73,0.1526637,1,1372.65,0.01894789,1,-145.92000000000007,0.13371581000000002
1226.7,0.08565257,1,1372.7,0.01475927,1,-146.0,0.07089329999999999
1226.68,1.0527766,2,1372.72,0.056891,1,-146.03999999999996,0.9958856
1226.63,0.01342222,1,1372.73,0.03331059,1,-146.0999999999999,-0.019888370000000002
1226.62,0.00241486,1,1372.8,0.02592563,1,-146.18000000000006,-0.02351077
1226.59,0.011,1,1372.87,0.01483017,1,-146.27999999999997,-0.003830170000000001
1226.56,0.21382565,2,1373.0,18.77513296,8,-146.44000000000005,-18.56130731
1226.54,0.12209141,1,1373.28,0.057,1,-146.74,0.06509140999999999
1226.42,0.05196924,1,1373.3,0.4,1,-146.87999999999988,-0.34803076
1226.39,0.89840858,1,1373.49,0.00239667,1,-147.0999999999999,0.89601191
1226.35,1.0,1,1373.52,0.06117244,1,-147.17000000000007,0.93882756
1226.26,1.0,1,1373.58,0.00552945,1,-147.31999999999994,0.99447055
1226.23,0.06777688,1,1373.67,0.00662333,1,-147.44000000000005,0.06115355
1226.2,0.0571869,2,1373.71,0.16153694,1,-147.51,-0.10435003999999999
1226.0,7.36032743,13,1373.77,0.05493827,2,-147.76999999999998,7.30538916
1225.95,0.29006882,1,1373.86,0.06983404,1,-147.90999999999985,0.22023478000000002
1225.88,0.31006087,2,1373.91,0.29089135,2,-148.02999999999997,0.019169519999999995
1225.85,0.004,1,1374.0,0.23480926,4,-148.1500000000001,-0.23080926
1225.78,0.32435679,1,1374.01,0.01932615,1,-148.23000000000002,0.30503064
1225.68,1.04266007,1,1374.06,0.01357713,1,-148.37999999999988,1.02908294
1225.65,1.0,1,1374.14,0.01,1,-148.49,0.99
1225.61,0.0092,1,1374.15,2.266,3,-148.5400000000002,-2.2568
1225.5,0.0543,1,1374.33,0.19282446,1,-148.82999999999993,-0.13852446000000002
1225.48,0.00101653,1,1374.35,0.01846042,1,-148.8699999999999,-0.01744389
1225.34,16.30477539,1,1374.47,0.74761382,1,-149.1300000000001,15.55716157
1225.31,0.29233839,1,1374.53,0.5,1,-149.22000000000003,-0.20766161
1225.29,0.04464267,1,1374.54,0.00180678,1,-149.25,0.04283589
1225.28,0.02028107,1,1374.55,0.0202943,1,-149.26999999999998,-1.3230000000002962e-05
1225.21,4.0,1,1374.56,0.01,1,-149.3499999999999,3.99
1225.14,1.0,1,1374.6,0.046,1,-149.4599999999998,0.954
1225.0,252.75613026,119,1374.63,0.02377663,1,-149.6300000000001,252.73235363
1224.96,0.01294771,1,1374.64,0.054,1,-149.68000000000006,-0.04105229
1224.88,0.07072293,1,1374.66,0.03621,1,-149.77999999999997,0.034512930000000004
1224.77,0.12780876,1,1374.74,2.47532237,1,-149.97000000000003,-2.34751361
1224.74,0.83344679,2,1374.8,0.00129874,1,-150.05999999999995,0.83214805
1224.64,0.02110334,1,1374.84,0.00754651,1,-150.19999999999982,0.013556830000000002
1224.63,0.00243992,1,1374.87,0.046,1,-150.23999999999978,-0.04356008
1224.56,0.01502947,1,1374.99,0.02520505,1,-150.43000000000006,-0.01017558
1224.53,0.413,1,1375.0,109.83594435,29,-150.47000000000003,-109.42294435000001
1224.48,0.0021667,1,1375.1,0.04175982,1,-150.6199999999999,-0.03959312
1224.36,0.00406738,1,1375.11,0.02271227,1,-150.75,-0.01864489
1224.27,0.03708332,1,1375.13,0.051,1,-150.86000000000013,-0.013916679999999994
1224.26,0.10593104,1,1375.21,0.3,1,-150.95000000000005,-0.19406895999999998
1224.23,0.0093,1,1375.29,0.00875084,1,-151.05999999999995,0.0005491599999999999
1224.17,0.40598936,1,1375.35,0.01611736,1,-151.17999999999984,0.389872
1224.15,0.07656179,1,1375.41,0.02,1,-151.26,0.05656179
1224.14,0.11140288,1,1375.5,0.01,1,-151.3599999999999,0.10140288
1224.07,0.22169468,2,1375.64,0.10406767,1,-151.57000000000016,0.11762701
1224.02,0.02494547,2,1375.74,50.0,1,-151.72000000000003,-49.97505453
1224.0,0.41151016,4,1375.77,0.052,1,-151.76999999999998,0.35951016
1223.9,0.02030394,1,1375.93,0.01826089,1,-152.02999999999997,0.002043050000000001
1223.72,0.16,1,1376.0,0.25,1,-152.27999999999997,-0.09
1223.62,0.1624,1,1376.01,0.03851717,1,-152.3900000000001,0.12388282999999999
1223.51,0.060617,1,1376.11,16.2391232,1,-152.5999999999999,-16.1785062
1223.39,0.00522697,1,1376.24,0.03679591,1,-152.8499999999999,-0.031568940000000004
1223.35,0.02787242,1,1376.31,0.00797557,1,-152.96000000000004,0.01989685
1223.24,0.1,1,1376.35,0.15731132,1,-153.1099999999999,-0.05731132
1223.08,0.01882344,1,1376.43,0.00470857,1,-153.35000000000014,0.014114870000000002
1223.01,0.09732877,2,1376.74,0.803,1,-153.73000000000002,-0.7056712300000001
1223.0,0.30170986,4,1376.77,0.03848972,1,-153.76999999999998,0.26322014
1222.96,0.08144077,1,1376.83,0.5,1,-153.8699999999999,-0.41855923
1222.82,0.00200037,1,1376.84,0.03691505,2,-154.01999999999998,-0.03491468
1222.71,0.40891401,2,1377.0,0.50096768,2,-154.28999999999996,-0.09205367000000003
1222.53,0.47476828,1,1377.01,0.00100803,1,-154.48000000000002,0.47376025
1222.48,0.01,1,1377.08,3.9,1,-154.5999999999999,-3.89
1222.44,0.04100604,1,1377.15,0.26374033,1,-154.71000000000004,-0.22273429000000003
1222.37,0.2002442,1,1377.32,0.01515384,1,-154.95000000000005,0.18509036
1222.27,0.5,1,1377.4,0.02425782,1,-155.1300000000001,0.47574218
1222.22,0.26149216,3,1377.43,0.06892621,1,-155.21000000000004,0.19256594999999999
1222.19,0.06800092,1,1377.47,0.06565518,1,-155.27999999999997,0.002345740000000013
1222.16,0.05,1,1377.53,0.07268579,1,-155.3699999999999,-0.022685789999999997
1222.15,0.1572599,1,1377.56,0.42626739,1,-155.40999999999985,-0.26900749
1222.07,6.90347954,1,1377.77,14.77740062,1,-155.70000000000005,-7.87392108
1222.02,0.01975573,1,1377.79,0.02569207,1,-155.76999999999998,-0.005936340000000002
1222.0,16.89815834,21,1377.8,0.73659932,1,-155.79999999999995,16.16155902
1221.94,0.02876035,2,1377.87,0.01949587,1,-155.92999999999984,0.009264480000000002
1221.81,0.16,1,1377.92,0.05919744,1,-156.11000000000013,0.10080256000000001
1221.73,0.03038312,2,1378.0,46.56700352,6,-156.26999999999998,-46.5366204
1221.72,0.05,1,1378.03,0.01885495,1,-156.30999999999995,0.031145050000000004
1221.67,0.06520891,1,1378.06,0.06097087,1,-156.38999999999987,0.0042380399999999915
1221.66,0.0913479,1,1378.11,0.03746834,1,-156.44999999999982,0.05387955999999999
1221.61,0.02275652,1,1378.13,0.02,1,-156.5200000000002,0.0027565199999999984
1221.56,0.00191307,1,1378.24,1.4,1,-156.68000000000006,-1.3980869299999998
1221.52,0.01486483,1,1378.31,0.10583561,1,-156.78999999999996,-0.09097078
1221.51,10.0,1,1378.53,0.05905022,1,-157.01999999999998,9.94094978
1221.5,0.075,1,1378.64,0.01908064,1,-157.1400000000001,0.05591936
1221.46,0.04082518,2,1378.76,0.2345,1,-157.29999999999995,-0.19367481999999997
1221.43,0.10365373,1,1378.93,0.02460576,1,-157.5,0.07904797
1221.26,0.47768073,1,1378.95,0.0015,1,-157.69000000000005,0.47618073
1221.25,0.18557379,1,1379.0,21.14759541,5,-157.75,-20.96202162
1221.22,0.25,1,1379.06,0.00210433,1,-157.83999999999992,0.24789567
1221.14,0.02018678,1,1379.08,10.26364678,1,-157.93999999999983,-10.24346
1221.13,0.83060741,1,1379.1,0.02856898,1,-157.9699999999998,0.8020384300000001
1221.05,0.0015,1,1379.25,0.0458805,2,-158.20000000000005,-0.044380499999999996
1221.04,0.0218155,1,1379.26,1.5553659,1,-158.22000000000003,-1.5335504
1221.0,14.60346416,13,1379.27,0.04681075,1,-158.26999999999998,14.55665341
1220.95,0.00081412,1,1379.29,0.01951738,1,-158.33999999999992,-0.01870326
1220.94,0.16282536,1,1379.34,0.02022704,1,-158.39999999999986,0.14259832
1220.87,0.02157361,1,1379.57,0.01468579,1,-158.70000000000005,0.006887819999999999
1220.83,0.2,1,1379.59,0.2,1,-158.76,0.0
1220.71,0.4263,2,1379.66,0.01175934,1,-158.95000000000005,0.41454066
1220.7,0.2,1,1379.67,0.02579657,1,-158.97000000000003,0.17420343000000002
1220.66,0.2,1,1379.76,0.0371,1,-159.0999999999999,0.16290000000000002
1220.64,0.31093444,1,1379.82,0.17372968,1,-159.17999999999984,0.13720475999999998
1220.6,6.2,1,1380.0,90.84213459,36,-159.4000000000001,-84.64213459
1220.59,0.0107,1,1380.19,0.46870395,1,-159.60000000000014,-0.45800395
1220.58,0.02902819,1,1380.23,0.02892423,1,-159.6500000000001,0.00010396000000000016
1220.55,0.0093,1,1380.24,0.01611736,1,-159.69000000000005,-0.0068173600000000015
1220.49,0.1286876,1,1380.3,0.02693487,1,-159.80999999999995,0.10175273000000001
1220.47,0.01037124,2,1380.38,1.14040578,1,-159.91000000000008,-1.13003454
1220.44,0.02039791,1,1380.4,0.81720829,1,-159.96000000000004,-0.7968103799999999
1220.35,0.21248691,1,1380.45,0.0055019,1,-160.10000000000014,0.20698501
1220.33,0.05222859,1,1380.5,0.03839189,1,-160.17000000000007,0.0138367
1220.27,0.16293106,1,1380.59,0.03495012,1,-160.31999999999994,0.12798094
1220.22,0.02048831,1,1380.73,0.04415582,2,-160.51,-0.02366751
1220.2,0.0022,1,1380.99,0.40467841,2,-160.78999999999996,-0.40247841
1220.17,0.0365657,1,1381.0,1.10783539,2,-160.82999999999993,-1.07126969
1220.16,0.5,1,1381.06,0.06874292,1,-160.89999999999986,0.43125708
1220.15,0.00816293,1,1381.15,0.29465871,1,-161.0,-0.28649578
1220.14,0.01,1,1381.27,3.00741885,2,-161.12999999999988,-2.9974188500000003
1220.04,1.7605192,1,1381.5,0.1697,1,-161.46000000000004,1.5908192
1220.01,9.0,2,1381.56,0.0027551,1,-161.54999999999995,8.9972449
1220.0,284.45154027,89,1381.84,0.01350074,1,-161.83999999999992,284.43803953
1219.98,0.00081477,1,1381.98,0.5225994,2,-162.0,-0.5217846300000001
1219.94,0.05677184,1,1382.0,24.7881996,4,-162.05999999999995,-24.73142776
1219.8,0.15221981,2,1382.05,0.07814463,1,-162.25,0.07407518
1219.79,0.04,1,1382.1,0.02089243,1,-162.30999999999995,0.01910757
1219.73,0.29448033,2,1382.19,0.74343613,1,-162.46000000000004,-0.44895579999999996
1219.72,0.02235991,1,1382.33,0.01486483,1,-162.6099999999999,0.0074950799999999995
1219.64,1.0,1,1382.4,0.15360849,1,-162.76,0.84639151
1219.39,0.09999588,1,1382.42,0.00430653,1,-163.02999999999997,0.09568934999999999
1219.33,0.04076155,1,1382.44,0.01,1,-163.11000000000013,0.03076155
1219.27,0.19597644,2,1382.5,37.79606142,2,-163.23000000000002,-37.60008498
1219.2,1.0,1,1382.54,0.067,1,-163.33999999999992,0.933
1219.19,0.0816926,1,1382.58,0.01216,1,-163.38999999999987,0.0695326
1219.17,0.00209858,1,1382.6,0.01,1,-163.42999999999984,-0.00790142
1219.16,0.0326,1,1382.61,0.06077019,1,-163.44999999999982,-0.028170190000000005
1219.13,0.2,1,1382.69,0.42468608,1,-163.55999999999995,-0.22468608
1219.12,0.01238621,1,1382.76,0.11743258,1,-163.6400000000001,-0.10504637
1219.09,0.27579375,1,1382.9,0.02706,9,-163.81000000000017,0.24873375
1219.07,0.04031263,1,1382.91,0.00486546,1,-163.84000000000015,0.03544717
1219.0,37.0813618,5,1382.95,0.01,1,-163.95000000000005,37.071361800000005
1218.96,0.01,1,1383.06,0.04187587,1,-164.0999999999999,-0.03187587
1218.94,0.0093,1,1383.07,8.80664361,1,-164.12999999999988,-8.79734361
1218.8,0.02002917,1,1383.09,0.03661347,1,-164.28999999999996,-0.016584300000000003
1218.75,0.13154887,2,1383.2,0.0774706,2,-164.45000000000005,0.05407827000000001
1218.71,9.95578142,2,1383.45,4.409,1,-164.74,5.546781419999999
1218.64,0.001,1,1383.56,0.4,1,-164.91999999999985,-0.399
